id,nombre_cientifico,created_at,updated_at,ent_pk,imagen,dicc_ecologia_id,dicc_biogeovoou_id,dicc_biogeosimple_id,dicc_estatussn_id,dicc_ecologiatrofica_id,ent_pk_padre,autor,nombre_comun,nivel,audio
12281,Castanea x hybrida,2011-05-16 13:48:28.824852,2011-05-16 13:48:28.824852,107658,,,,,,,6112,,"",9,
12282,Quercus,2011-05-16 13:48:28.835092,2011-05-16 13:48:28.835092,6115,,,,,,,1765,,"",8,
12283,Quercus alpestris,2011-05-16 13:48:28.845543,2011-05-16 13:48:28.845543,6116,,,,,,,6115,,Quejigo de montaña,9,
12284,Quercus canariensis,2011-05-16 13:48:28.856111,2011-05-16 13:48:28.856111,6118,,,,,,,6115,,Quejigo andaluz,9,
12285,Quercus coccifera,2011-05-16 13:48:28.866711,2011-05-16 13:48:28.866711,6120,,,,,,,6115,,Coscoja,9,
12286,Quercus coccifera x Q. rotundifolia,2011-05-16 13:48:28.876989,2011-05-16 13:48:28.876989,6121,,,,,,,6115,,"",9,
12287,Quercus faginea,2011-05-16 13:48:28.887209,2011-05-16 13:48:28.887209,6122,,,,,,,6115,,"",9,
12288,Quercus faginea subsp broteroi,2011-05-16 13:48:28.897616,2011-05-16 13:48:28.897616,6123,,,,,,,6122,,"",10,
12289,Quercus faginea subsp. alpestris,2011-05-16 13:48:28.907838,2011-05-16 13:48:28.907838,6124,,,,,,,6122,,"",10,
12290,Quercus faginea subsp. baetica,2011-05-16 13:48:28.918065,2011-05-16 13:48:28.918065,6125,,,,,,,6122,,"",10,
12291,Quercus faginea subsp. faginea,2011-05-16 13:48:28.928289,2011-05-16 13:48:28.928289,6126,,,,,,,6122,,Quejigo,10,
12292,Quercus fruticosa,2011-05-16 13:48:29.011816,2011-05-16 13:48:29.011816,6127,,,,,,,6115,,"",9,
12293,Quercus humilis,2011-05-16 13:48:29.022739,2011-05-16 13:48:29.022739,6128,,,,,,,6115,,"",9,
12294,Quercus ilex,2011-05-16 13:48:29.033255,2011-05-16 13:48:29.033255,6129,,,,,,,6115,,Encina,9,
12295,Quercus ilex subsp. ballota,2011-05-16 13:48:29.043735,2011-05-16 13:48:29.043735,6130,,,,,,,6129,,Encina,10,
12296,Quercus lusitanica,2011-05-16 13:48:29.054312,2011-05-16 13:48:29.054312,6131,,,,,,,6115,,"",9,
12297,Quercus macrolepis,2011-05-16 13:48:29.065,2011-05-16 13:48:29.065,6132,,,,,,,6115,,"",9,
12298,Quercus pubescens,2011-05-16 13:48:29.075675,2011-05-16 13:48:29.075675,6133,,,,,,,6115,,"",9,
12299,Quercus pyrenaica,2011-05-16 13:48:29.08615,2011-05-16 13:48:29.08615,6134,,,,,,,6115,,Melojo,9,
12300,Quercus rotundifolia,2011-05-16 13:48:29.0966,2011-05-16 13:48:29.0966,6135,,,,,,,6115,,"",9,
12301,Quercus rotundifolia subsp. ballota,2011-05-16 13:48:29.107058,2011-05-16 13:48:29.107058,105829,,,,,,,6135,,"",10,
12302,Quercus suber,2011-05-16 13:48:29.117952,2011-05-16 13:48:29.117952,6136,,,,,,,6115,,Alcornoque,9,
12303,Quercus x fontqueri,2011-05-16 13:48:29.128568,2011-05-16 13:48:29.128568,6137,,,,,,,6115,,"",9,
12304,Quercus x jahandiezii,2011-05-16 13:48:29.139027,2011-05-16 13:48:29.139027,6138,,,,,,,6115,,"",9,
12305,Quercus x marianica,2011-05-16 13:48:29.149571,2011-05-16 13:48:29.149571,6139,,,,,,,6115,,"",9,
12306,Quercus x morisii,2011-05-16 13:48:29.160079,2011-05-16 13:48:29.160079,6140,,,,,,,6115,,"",9,
12307,Quercus x numantina,2011-05-16 13:48:29.170629,2011-05-16 13:48:29.170629,6141,,,,,,,6115,,"",9,
12308,Quercus x welwitschii,2011-05-16 13:48:29.180902,2011-05-16 13:48:29.180902,6142,,,,,,,6115,,"",9,
12309,Quercus coccifera x Q. faginea,2011-05-16 13:48:29.191129,2011-05-16 13:48:29.191129,104565,,,,,,,6115,,Coscoja híbrida,9,
12310,Quercus robur,2011-05-16 13:48:29.201373,2011-05-16 13:48:29.201373,104695,,,,,,,6115,,"",9,
12311,Quercus petraea,2011-05-16 13:48:29.211562,2011-05-16 13:48:29.211562,104696,,,,,,,6115,,"",9,
12312,Quercus cerris,2011-05-16 13:48:29.22178,2011-05-16 13:48:29.22178,107792,,,,,,,6115,,"",9,
12313,Fagus,2011-05-16 13:48:29.231955,2011-05-16 13:48:29.231955,105026,,,,,,,1765,,"",8,
12314,Fagus sylvatica,2011-05-16 13:48:29.242434,2011-05-16 13:48:29.242434,105027,,,,,,,105026,,Haya,9,
12315,Betulaceae,2011-05-16 13:48:29.252655,2011-05-16 13:48:29.252655,1766,,,,,,,247,,"",7,
12316,Alnus,2011-05-16 13:48:29.262903,2011-05-16 13:48:29.262903,6145,,,,,,,1766,,"",8,
12317,Alnus glutinosa,2011-05-16 13:48:29.273143,2011-05-16 13:48:29.273143,6146,,,,,,,6145,,Aliso,9,
12318,Corylus,2011-05-16 13:48:29.283405,2011-05-16 13:48:29.283405,6147,,,,,,,1766,,"",8,
12319,Corylus avellana,2011-05-16 13:48:29.293649,2011-05-16 13:48:29.293649,6148,,,,,,,6147,,Avellano,9,
12320,Betula,2011-05-16 13:48:29.303851,2011-05-16 13:48:29.303851,12924,,,,,,,1766,,"",8,
12321,Betula pendula,2011-05-16 13:48:29.314096,2011-05-16 13:48:29.314096,12926,,,,,,,12924,,"",9,
12322,Betula pendula subsp. fontqueri,2011-05-16 13:48:29.324365,2011-05-16 13:48:29.324365,12928,,,,,,,12926,,Abedul péndulo,10,
12323,Betula pendula subsp. fontqueri var. fontqueri,2011-05-16 13:48:29.334661,2011-05-16 13:48:29.334661,12929,,,,,,,12928,,"",11,
12324,Betula alba,2011-05-16 13:48:29.344962,2011-05-16 13:48:29.344962,104698,,,,,,,12924,,"",9,
12325,Betula alba var. alba,2011-05-16 13:48:29.35519,2011-05-16 13:48:29.35519,105046,,,,,,,12924,,"",9,
12326,Carpinus,2011-05-16 13:48:29.365624,2011-05-16 13:48:29.365624,104700,,,,,,,1766,,"",8,
12327,Carpinus betulus,2011-05-16 13:48:29.375861,2011-05-16 13:48:29.375861,104701,,,,,,,104700,,"",9,
12328,Casuarinaceae,2011-05-16 13:48:29.386064,2011-05-16 13:48:29.386064,104488,,,,,,,247,,"",7,
12329,Casuarina,2011-05-16 13:48:29.396263,2011-05-16 13:48:29.396263,104489,,,,,,,104488,,"",8,
12330,Casuarina cunninghamiana,2011-05-16 13:48:29.406749,2011-05-16 13:48:29.406749,104490,,,,,,,104489,,"",9,
12331,Casuarina stricta,2011-05-16 13:48:29.417009,2011-05-16 13:48:29.417009,107659,,,,,,,104489,,"",9,
12332,Casuarina equisetifolia,2011-05-16 13:48:29.427247,2011-05-16 13:48:29.427247,107889,,,,,,,104489,,"",9,
12333,Caryophyllidae,2011-05-16 13:48:29.43753,2011-05-16 13:48:29.43753,27,,,,,,,20,,"",5,
12334,Caryophyllales,2011-05-16 13:48:29.447857,2011-05-16 13:48:29.447857,250,,,,,,,27,,"",6,
12335,Phytolaccaceae,2011-05-16 13:48:29.458057,2011-05-16 13:48:29.458057,1770,,,,,,,250,,"",7,
12336,Phytolacca,2011-05-16 13:48:29.468289,2011-05-16 13:48:29.468289,6155,,,,,,,1770,,"",8,
12337,Phytolacca americana,2011-05-16 13:48:29.478542,2011-05-16 13:48:29.478542,6156,,,,,,,6155,,"",9,
12338,Phytolacca dioica,2011-05-16 13:48:29.488806,2011-05-16 13:48:29.488806,6157,,,,,,,6155,,"",9,
12339,Aizoaceae,2011-05-16 13:48:29.499056,2011-05-16 13:48:29.499056,1771,,,,,,,250,,"",7,
12340,Galenia,2011-05-16 13:48:29.509361,2011-05-16 13:48:29.509361,6158,,,,,,,1771,,"",8,
12341,Galenia secunda,2011-05-16 13:48:29.59177,2011-05-16 13:48:29.59177,6159,,,,,,,6158,,Galenia,9,
12342,Mesembryanthemum,2011-05-16 13:48:29.602541,2011-05-16 13:48:29.602541,6160,,,,,,,1771,,"",8,
12343,Mesembryanthemum crystallinum,2011-05-16 13:48:29.613045,2011-05-16 13:48:29.613045,6161,,,,,,,6160,,"",9,
12344,Mesembryanthemum nodiflorum,2011-05-16 13:48:29.623546,2011-05-16 13:48:29.623546,6162,,,,,,,6160,,"",9,
12345,Mesembryanthemum nudosum,2011-05-16 13:48:29.634214,2011-05-16 13:48:29.634214,6163,,,,,,,6160,,"",9,
12346,Tetragonia,2011-05-16 13:48:29.645497,2011-05-16 13:48:29.645497,13383,,,,,,,1771,,"",8,
12347,Tetragonia tetragonoides,2011-05-16 13:48:29.656019,2011-05-16 13:48:29.656019,13384,,,,,,,13383,,"",9,
12348,Aizoon,2011-05-16 13:48:29.666478,2011-05-16 13:48:29.666478,29625,,,,,,,1771,,"",8,
12349,Aizoon hispanicum,2011-05-16 13:48:29.676982,2011-05-16 13:48:29.676982,29626,,,,,,,29625,,"",9,
12350,Aptenia,2011-05-16 13:48:29.687423,2011-05-16 13:48:29.687423,103049,,,,,,,1771,,"",8,
12351,Aptenia cordifolia,2011-05-16 13:48:29.69797,2011-05-16 13:48:29.69797,103050,,,,,,,103049,,"",9,
12352,Carpobrotus,2011-05-16 13:48:29.70839,2011-05-16 13:48:29.70839,104421,,,,,,,1771,,"",8,
12353,Carpobrotus acinaciformis,2011-05-16 13:48:29.718796,2011-05-16 13:48:29.718796,104422,,,,,,,104421,,"",9,
12354,Carpobrotus chilensis,2011-05-16 13:48:29.7292,2011-05-16 13:48:29.7292,104423,,,,,,,104421,,"",9,
12355,Carpobrotus edulis,2011-05-16 13:48:29.739545,2011-05-16 13:48:29.739545,104424,,,,,,,104421,,"",9,
12356,Drosanthemum,2011-05-16 13:48:29.749844,2011-05-16 13:48:29.749844,107926,,,,,,,1771,,"",8,
12357,Drosanthemum floribundum,2011-05-16 13:48:29.760147,2011-05-16 13:48:29.760147,107927,,,,,,,107926,,Flor del día,9,
12358,Cactaceae,2011-05-16 13:48:29.770375,2011-05-16 13:48:29.770375,1772,,,,,,,250,,"",7,
12359,Opuntia,2011-05-16 13:48:29.780614,2011-05-16 13:48:29.780614,6165,,,,,,,1772,,"",8,
12360,Opuntia ficus-indica,2011-05-16 13:48:29.790894,2011-05-16 13:48:29.790894,6167,,,,,,,6165,,Chumbera,9,
12361,Opuntia maxima,2011-05-16 13:48:29.801151,2011-05-16 13:48:29.801151,6168,,,,,,,6165,,"",9,
12362,Opuntia megacantha,2011-05-16 13:48:29.811345,2011-05-16 13:48:29.811345,6169,,,,,,,6165,,"",9,
12363,Opuntia tuna,2011-05-16 13:48:29.821596,2011-05-16 13:48:29.821596,6171,,,,,,,6165,,"",9,
12364,Opuntia dillenii,2011-05-16 13:48:29.832028,2011-05-16 13:48:29.832028,13333,,,,,,,6165,,"",9,
12365,Opuntia triangularis,2011-05-16 13:48:29.842304,2011-05-16 13:48:29.842304,105041,,,,,,,6165,,"",9,
12366,Opuntia vulgaris,2011-05-16 13:48:29.852651,2011-05-16 13:48:29.852651,105837,,,,,,,6165,,"",9,
12367,Opuntia subulata,2011-05-16 13:48:29.863153,2011-05-16 13:48:29.863153,105841,,,,,,,6165,,"",9,
12368,Opuntia brasiliensis,2011-05-16 13:48:29.873407,2011-05-16 13:48:29.873407,108014,,,,,,,6165,,"",9,
12369,Opuntia engelmannii,2011-05-16 13:48:29.883863,2011-05-16 13:48:29.883863,108015,,,,,,,6165,,"",9,
12370,Opuntia engelmannii var. linguiformis,2011-05-16 13:48:29.894153,2011-05-16 13:48:29.894153,108016,,,,,,,108015,,"",10,
12371,Opuntia microdasys,2011-05-16 13:48:29.904417,2011-05-16 13:48:29.904417,108017,,,,,,,6165,,"",9,
12372,Opuntia auberi,2011-05-16 13:48:29.914711,2011-05-16 13:48:29.914711,111839,,,,,,,6165,,"",9,
12373,Opuntia huajuapensis,2011-05-16 13:48:29.925189,2011-05-16 13:48:29.925189,111840,,,,,,,6165,,"",9,
12374,Opuntia humifusa,2011-05-16 13:48:29.935507,2011-05-16 13:48:29.935507,111841,,,,,,,6165,,"",9,
12375,Opuntia monacantha,2011-05-16 13:48:29.945787,2011-05-16 13:48:29.945787,111842,,,,,,,6165,,"",9,
12376,Opuntia phaeacantha,2011-05-16 13:48:29.956057,2011-05-16 13:48:29.956057,111843,,,,,,,6165,,"",9,
12377,Opuntia stricta,2011-05-16 13:48:29.966325,2011-05-16 13:48:29.966325,111844,,,,,,,6165,,"",9,
12378,Hylocereus,2011-05-16 13:48:29.976774,2011-05-16 13:48:29.976774,104435,,,,,,,1772,,"",8,
12379,Hylocereus triangularis,2011-05-16 13:48:29.987141,2011-05-16 13:48:29.987141,104436,,,,,,,104435,,"",9,
12380,Cereus peruvianus,2011-05-16 13:48:30.006885,2011-05-16 13:48:30.006885,107665,,,,,,,107664,,"",9,
12381,Cereus hildmannianus,2011-05-16 13:48:30.017176,2011-05-16 13:48:30.017176,107892,,,,,,,107664,,"",9,
12382,Trichocereus,2011-05-16 13:48:30.027503,2011-05-16 13:48:30.027503,107826,,,,,,,1772,,"",8,
12383,Trichocereus macrogonus,2011-05-16 13:48:30.03781,2011-05-16 13:48:30.03781,107827,,,,,,,107826,,"",9,
12384,Cephalocereus,2011-05-16 13:48:30.048088,2011-05-16 13:48:30.048088,107890,,,,,,,1772,,"",8,
12385,Cephalocereus senilis,2011-05-16 13:48:30.058366,2011-05-16 13:48:30.058366,107891,,,,,,,107890,,"",9,
12386,Cleistocactus,2011-05-16 13:48:30.068628,2011-05-16 13:48:30.068628,107903,,,,,,,1772,,"",8,
12387,Cleistocactus straussi,2011-05-16 13:48:30.079074,2011-05-16 13:48:30.079074,107904,,,,,,,107903,,"",9,
12388,Selenicereus,2011-05-16 13:48:30.089543,2011-05-16 13:48:30.089543,107915,,,,,,,1772,,"",8,
12389,Selenicereus anthonyanus,2011-05-16 13:48:30.173112,2011-05-16 13:48:30.173112,107916,,,,,,,107915,,"",9,
12390,Echinocactus,2011-05-16 13:48:30.184084,2011-05-16 13:48:30.184084,107932,,,,,,,1772,,"",8,
12391,Echinocactus grusonii,2011-05-16 13:48:30.194606,2011-05-16 13:48:30.194606,107933,,,,,,,107932,,Asiento de suegra,9,
12392,Echinopsis,2011-05-16 13:48:30.205349,2011-05-16 13:48:30.205349,107934,,,,,,,1772,,"",8,
12393,Echinopsis subdenudata,2011-05-16 13:48:30.215932,2011-05-16 13:48:30.215932,107935,,,,,,,107934,,"",9,
12394,Ferocactus,2011-05-16 13:48:30.226436,2011-05-16 13:48:30.226436,107954,,,,,,,1772,,"",8,
12395,Myrtillocactus,2011-05-16 13:48:30.237001,2011-05-16 13:48:30.237001,108008,,,,,,,1772,,"",8,
12396,Myrtillocactus geometrizans,2011-05-16 13:48:30.247543,2011-05-16 13:48:30.247543,108009,,,,,,,108008,,"",9,
12397,Weberbauerocereus,2011-05-16 13:48:30.25814,2011-05-16 13:48:30.25814,108079,,,,,,,1772,,"",8,
12398,Austrocylindropuntia,2011-05-16 13:48:30.268691,2011-05-16 13:48:30.268691,111811,,,,,,,1772,,"",8,
12399,Austrocylindropuntia subulata,2011-05-16 13:48:30.279227,2011-05-16 13:48:30.279227,111812,,,,,,,111811,,"",9,
12400,Cylindropuntia,2011-05-16 13:48:30.289738,2011-05-16 13:48:30.289738,111822,,,,,,,1772,,"",8,
12401,Cylindropuntia imbricata,2011-05-16 13:48:30.300256,2011-05-16 13:48:30.300256,111823,,,,,,,111822,,"",9,
12402,Cylindropuntia rosea,2011-05-16 13:48:30.310704,2011-05-16 13:48:30.310704,111824,,,,,,,111822,,"",9,
12403,Cylindropuntia spinosior,2011-05-16 13:48:30.321332,2011-05-16 13:48:30.321332,111825,,,,,,,111822,,"",9,
12404,Chenopodiaceae,2011-05-16 13:48:30.331917,2011-05-16 13:48:30.331917,1773,,,,,,,250,,"",7,
12405,Chenopodium,2011-05-16 13:48:30.342256,2011-05-16 13:48:30.342256,6172,,,,,,,1773,,"",8,
12406,Chenopodium album,2011-05-16 13:48:30.352547,2011-05-16 13:48:30.352547,6173,,,,,,,6172,,"",9,
12407,Chenopodium album subsp. album,2011-05-16 13:48:30.362842,2011-05-16 13:48:30.362842,6174,,,,,,,6173,,"",10,
12408,Chenopodium album var. album,2011-05-16 13:48:30.37317,2011-05-16 13:48:30.37317,6175,,,,,,,6173,,"",10,
12409,Chenopodium album var. lanceolatum,2011-05-16 13:48:30.383481,2011-05-16 13:48:30.383481,6176,,,,,,,6173,,"",10,
12410,Chenopodium album var. viride,2011-05-16 13:48:30.393961,2011-05-16 13:48:30.393961,6177,,,,,,,6173,,"",10,
12411,Chenopodium ambrosioides,2011-05-16 13:48:30.404175,2011-05-16 13:48:30.404175,6178,,,,,,,6172,,"",9,
12412,Chenopodium ambrosioides var. ambrosioides,2011-05-16 13:48:30.41444,2011-05-16 13:48:30.41444,6179,,,,,,,6178,,"",10,
12413,Chenopodium ambrosioides var. polystachya,2011-05-16 13:48:30.424738,2011-05-16 13:48:30.424738,6180,,,,,,,6178,,"",10,
12414,Chenopodium bonus-henricus,2011-05-16 13:48:30.43507,2011-05-16 13:48:30.43507,6181,,,,,,,6172,,"",9,
12415,Chenopodium botrys,2011-05-16 13:48:30.445382,2011-05-16 13:48:30.445382,6182,,,,,,,6172,,"",9,
12416,Chenopodium chenopodioides,2011-05-16 13:48:30.455667,2011-05-16 13:48:30.455667,6183,,,,,,,6172,,"",9,
12417,Chenopodium exsuccum,2011-05-16 13:48:30.465955,2011-05-16 13:48:30.465955,6184,,,,,,,6172,,"",9,
12418,Chenopodium ficifolium,2011-05-16 13:48:30.476209,2011-05-16 13:48:30.476209,6185,,,,,,,6172,,"",9,
12419,Chenopodium foliosum,2011-05-16 13:48:30.486561,2011-05-16 13:48:30.486561,6186,,,,,,,6172,,"",9,
12420,Chenopodium glaucum,2011-05-16 13:48:30.496878,2011-05-16 13:48:30.496878,6187,,,,,,,6172,,"",9,
12421,Chenopodium hybridum,2011-05-16 13:48:30.507202,2011-05-16 13:48:30.507202,6188,,,,,,,6172,,"",9,
12422,Chenopodium multifidum,2011-05-16 13:48:30.517474,2011-05-16 13:48:30.517474,6189,,,,,,,6172,,"",9,
12423,Chenopodium murale,2011-05-16 13:48:30.527893,2011-05-16 13:48:30.527893,6190,,,,,,,6172,,"",9,
12424,Chenopodium opulifolium,2011-05-16 13:48:30.538205,2011-05-16 13:48:30.538205,6191,,,,,,,6172,,"",9,
12425,Chenopodium polyspermum,2011-05-16 13:48:30.548671,2011-05-16 13:48:30.548671,6192,,,,,,,6172,,"",9,
12426,Chenopodium rubrum,2011-05-16 13:48:30.558959,2011-05-16 13:48:30.558959,6193,,,,,,,6172,,"",9,
12427,Chenopodium urbicum,2011-05-16 13:48:30.569278,2011-05-16 13:48:30.569278,6194,,,,,,,6172,,"",9,
12428,Chenopodium virgatum,2011-05-16 13:48:30.57955,2011-05-16 13:48:30.57955,6195,,,,,,,6172,,"",9,
12429,Chenopodium vulvaria,2011-05-16 13:48:30.589874,2011-05-16 13:48:30.589874,6196,,,,,,,6172,,"",9,
12430,Chenopodium vulvaria var. microphyllum,2011-05-16 13:48:30.600204,2011-05-16 13:48:30.600204,6197,,,,,,,6196,,"",10,
12431,Chenopodium pumilio,2011-05-16 13:48:30.610539,2011-05-16 13:48:30.610539,6198,,,,,,,6172,,"",9,
12432,Atriplex,2011-05-16 13:48:30.620805,2011-05-16 13:48:30.620805,6200,,,,,,,1773,,"",8,
12433,Atriplex chenopodioides,2011-05-16 13:48:30.631108,2011-05-16 13:48:30.631108,6201,,,,,,,6200,,"",9,
12434,Atriplex glauca,2011-05-16 13:48:30.641479,2011-05-16 13:48:30.641479,6202,,,,,,,6200,,"",9,
12435,Atriplex tornabenei,2011-05-16 13:48:30.651841,2011-05-16 13:48:30.651841,6203,,,,,,,6200,,"",9,
12436,Atriplex rosea,2011-05-16 13:48:30.662135,2011-05-16 13:48:30.662135,6205,,,,,,,6200,,"",9,
12437,Atriplex rosea var. ilicifolia,2011-05-16 13:48:30.672409,2011-05-16 13:48:30.672409,6204,,,,,,,6205,,"",10,
12438,Atriplex halimus,2011-05-16 13:48:30.755598,2011-05-16 13:48:30.755598,6206,,,,,,,6200,,Salao blanco,9,
12439,Atriplex hastata,2011-05-16 13:48:30.766449,2011-05-16 13:48:30.766449,6207,,,,,,,6200,,"",9,
12440,Atriplex hortensis,2011-05-16 13:48:30.777267,2011-05-16 13:48:30.777267,6208,,,,,,,6200,,"",9,
12441,Atriplex laciniata,2011-05-16 13:48:30.787896,2011-05-16 13:48:30.787896,6209,,,,,,,6200,,"",9,
12442,Atriplex littoralis,2011-05-16 13:48:30.798453,2011-05-16 13:48:30.798453,6210,,,,,,,6200,,"",9,
12443,Atriplex patula,2011-05-16 13:48:30.808977,2011-05-16 13:48:30.808977,6211,,,,,,,6200,,"",9,
12444,Atriplex patula var. angustifolia,2011-05-16 13:48:30.81949,2011-05-16 13:48:30.81949,6212,,,,,,,6211,,"",10,
12445,Atriplex patula var. patula,2011-05-16 13:48:30.830032,2011-05-16 13:48:30.830032,6213,,,,,,,6211,,"",10,
12446,Atriplex portulacoides,2011-05-16 13:48:30.840593,2011-05-16 13:48:30.840593,6214,,,,,,,6200,,"",9,
12447,Atriplex prostrata,2011-05-16 13:48:30.851134,2011-05-16 13:48:30.851134,6215,,,,,,,6200,,"",9,
12448,Atriplex semibaccata,2011-05-16 13:48:30.862002,2011-05-16 13:48:30.862002,105836,,,,,,,6200,,"",9,
12449,Beta,2011-05-16 13:48:30.872688,2011-05-16 13:48:30.872688,6217,,,,,,,1773,,"",8,
12450,Beta atriplicifolia,2011-05-16 13:48:30.883237,2011-05-16 13:48:30.883237,6218,,,,,,,6217,,"",9,
12451,Beta macrocarpa,2011-05-16 13:48:30.893744,2011-05-16 13:48:30.893744,6219,,,,,,,6217,,"",9,
12452,Beta patellaris,2011-05-16 13:48:30.904303,2011-05-16 13:48:30.904303,6221,,,,,,,6217,,"",9,
12453,Beta vulgaris,2011-05-16 13:48:30.914688,2011-05-16 13:48:30.914688,6222,,,,,,,6217,,"",9,
12454,Beta vulgaris subsp. maritima,2011-05-16 13:48:30.925051,2011-05-16 13:48:30.925051,6223,,,,,,,6222,,"",10,
12455,Beta vulgaris subsp. adanensis,2011-05-16 13:48:30.935373,2011-05-16 13:48:30.935373,13102,,,,,,,6222,,"",10,
12456,Beta vulgaris var. conditiva,2011-05-16 13:48:30.945904,2011-05-16 13:48:30.945904,107874,,,,,,,6222,,Remolacha hortícola,10,
12457,Beta vulgaris var. cicla,2011-05-16 13:48:30.956227,2011-05-16 13:48:30.956227,110487,,,,,,,6222,,Acelga,10,
12458,Beta maritima,2011-05-16 13:48:30.966541,2011-05-16 13:48:30.966541,103337,,,,,,,6217,,"",9,
12459,Halimione,2011-05-16 13:48:30.976897,2011-05-16 13:48:30.976897,6225,,,,,,,1773,,"",8,
12460,Halimione portulacoides,2011-05-16 13:48:30.987238,2011-05-16 13:48:30.987238,6226,,,,,,,6225,,"",9,
12461,Bassia,2011-05-16 13:48:30.997542,2011-05-16 13:48:30.997542,6227,,,,,,,1773,,"",8,
12462,Bassia hirsuta,2011-05-16 13:48:31.007881,2011-05-16 13:48:31.007881,6228,,,,,,,6227,,"",9,
12463,Bassia hyssopifolia,2011-05-16 13:48:31.018174,2011-05-16 13:48:31.018174,6229,,,,,,,6227,,"",9,
12464,Bassia prostrata,2011-05-16 13:48:31.028536,2011-05-16 13:48:31.028536,6230,,,,,,,6227,,"",9,
12465,Bassia saxicola,2011-05-16 13:48:31.038872,2011-05-16 13:48:31.038872,6231,,,,,,,6227,,"",9,
12466,Bassia scoparia,2011-05-16 13:48:31.049152,2011-05-16 13:48:31.049152,6232,,,,,,,6227,,"",9,
12467,Bassia scoparia subsp. scoparia,2011-05-16 13:48:31.059457,2011-05-16 13:48:31.059457,13101,,,,,,,6232,,"",10,
12468,Halopeplis,2011-05-16 13:48:31.069754,2011-05-16 13:48:31.069754,6233,,,,,,,1773,,"",8,
12469,Halopeplis amplexicaulis,2011-05-16 13:48:31.080111,2011-05-16 13:48:31.080111,6234,,,,,,,6233,,"",9,
12470,Salicornia,2011-05-16 13:48:31.090479,2011-05-16 13:48:31.090479,6235,,,,,,,1773,,"",8,
12471,Salicornia dolichostachya,2011-05-16 13:48:31.100815,2011-05-16 13:48:31.100815,6236,,,,,,,6235,,"",9,
12472,Salicornia europaea,2011-05-16 13:48:31.111333,2011-05-16 13:48:31.111333,6237,,,,,,,6235,,"",9,
12473,Salicornia fruticosa,2011-05-16 13:48:31.121657,2011-05-16 13:48:31.121657,6238,,,,,,,6235,,"",9,
12474,Salicornia patula,2011-05-16 13:48:31.131996,2011-05-16 13:48:31.131996,6239,,,,,,,6235,,"",9,
12475,Salicornia ramosissima,2011-05-16 13:48:31.142563,2011-05-16 13:48:31.142563,6240,,,,,,,6235,,"",9,
12476,Salicornia veneta,2011-05-16 13:48:31.15294,2011-05-16 13:48:31.15294,6241,,,,,,,6235,,"",9,
12477,Salicornia emerici,2011-05-16 13:48:31.163424,2011-05-16 13:48:31.163424,104606,,,,,,,6235,,"",9,
12478,Salicornia obscura,2011-05-16 13:48:31.173783,2011-05-16 13:48:31.173783,104607,,,,,,,6235,,"",9,
12479,Sarcocornia,2011-05-16 13:48:31.184079,2011-05-16 13:48:31.184079,6242,,,,,,,1773,,"",8,
12480,Sarcocornia fruticosa,2011-05-16 13:48:31.194393,2011-05-16 13:48:31.194393,6243,,,,,,,6242,,"",9,
12481,Sarcocornia perennis,2011-05-16 13:48:31.204715,2011-05-16 13:48:31.204715,6244,,,,,,,6242,,"",9,
12482,Sarcocornia perennis subsp. perennis,2011-05-16 13:48:31.215033,2011-05-16 13:48:31.215033,6245,,,,,,,6244,,"",10,
12483,Sarcocornia perennis subsp. alpini,2011-05-16 13:48:31.225296,2011-05-16 13:48:31.225296,6246,,,,,,,6244,,"",10,
12484,Arthrocnemum,2011-05-16 13:48:31.235634,2011-05-16 13:48:31.235634,6247,,,,,,,1773,,"",8,
12485,Arthrocnemum fruticosum,2011-05-16 13:48:31.245912,2011-05-16 13:48:31.245912,6248,,,,,,,6247,,"",9,
12486,Arthrocnemum glaucum,2011-05-16 13:48:31.25619,2011-05-16 13:48:31.25619,6249,,,,,,,6247,,"",9,
12487,Arthrocnemum indicum subsp. glaucum,2011-05-16 13:48:31.338579,2011-05-16 13:48:31.338579,6250,,,,,,,6247,,"",9,
12488,Arthrocnemum macrostachyum,2011-05-16 13:48:31.349487,2011-05-16 13:48:31.349487,6251,,,,,,,6247,,"",9,
12489,Suaeda,2011-05-16 13:48:31.360029,2011-05-16 13:48:31.360029,6252,,,,,,,1773,,"",8,
12490,Suaeda fruticosa,2011-05-16 13:48:31.370649,2011-05-16 13:48:31.370649,6253,,,,,,,6252,,"",9,
12491,Suaeda maritima,2011-05-16 13:48:31.381193,2011-05-16 13:48:31.381193,6254,,,,,,,6252,,"",9,
12492,Suaeda maritima subsp. maritima,2011-05-16 13:48:31.391775,2011-05-16 13:48:31.391775,6255,,,,,,,6254,,"",10,
12493,Suaeda maritima subsp. maritima var. macrocarpa,2011-05-16 13:48:31.402332,2011-05-16 13:48:31.402332,6256,,,,,,,6255,,"",11,
12494,Suaeda maritima subsp. maritima var. maritima,2011-05-16 13:48:31.413132,2011-05-16 13:48:31.413132,6257,,,,,,,6255,,"",11,
12495,Suaeda maritima subsp. maritima var. spicata,2011-05-16 13:48:31.423702,2011-05-16 13:48:31.423702,6258,,,,,,,6255,,"",11,
