Ord,PK_VISITAS,FECHA,year,loc,specie,n,dis,desp
44643,86,04/22/2008,2008,CAN,Garrulus glandarius,1,580,35
44653,86,04/22/2008,2008,CAN,Garrulus glandarius,1,975,25
44657,86,04/22/2008,2008,CAN,Garrulus glandarius,1,1170,45
44767,89,04/15/2008,2008,DIL,Garrulus glandarius,1,10,45
44802,89,04/15/2008,2008,DIL,Garrulus glandarius,1,960,5
44803,89,04/15/2008,2008,DIL,Garrulus glandarius,1,960,25
44808,89,04/15/2008,2008,DIL,Garrulus glandarius,1,1030,15
44823,89,04/15/2008,2008,DIL,Garrulus glandarius,2,1510,35
44825,89,04/15/2008,2008,DIL,Garrulus glandarius,4,1720,35
44832,89,04/15/2008,2008,DIL,Garrulus glandarius,2,2090,45
44870,71,04/15/2008,2008,CAM,Garrulus glandarius,1,450,5
44872,71,04/15/2008,2008,CAM,Garrulus glandarius,3,630,25
44874,71,04/15/2008,2008,CAM,Garrulus glandarius,1,1220,5
45003,77,04/11/2008,2008,GEN,Garrulus glandarius,2,1250,5
45402,58,03/14/2008,2008,DIL,Garrulus glandarius,1,2020,5
45407,58,03/14/2008,2008,DIL,Garrulus glandarius,1,2090,25
45468,51,03/13/2008,2008,GEN,Garrulus glandarius,1,1660,45
45600,54,03/11/2008,2008,CAN,Garrulus glandarius,1,590,25
45756,57,03/03/2008,2008,DIL,Garrulus glandarius,1,460,25
45765,57,03/03/2008,2008,DIL,Garrulus glandarius,2,540,15
45772,57,03/03/2008,2008,DIL,Garrulus glandarius,2,1010,15
45782,209,01/10/2008,2008,DIL,Garrulus glandarius,1,1720,45
45783,209,01/10/2008,2008,DIL,Garrulus glandarius,1,1900,15
45784,209,01/10/2008,2008,DIL,Garrulus glandarius,2,2000,35
45789,209,01/10/2008,2008,DIL,Garrulus glandarius,1,2050,35
45794,209,01/10/2008,2008,DIL,Garrulus glandarius,2,2130,45
45797,7,12/27/2007,2007,CAM,Garrulus glandarius,1,10,5
45798,7,12/27/2007,2007,CAM,Garrulus glandarius,1,400,45
45857,35,12/18/2007,2007,GEN,Garrulus glandarius,1,300,15
45860,35,12/18/2007,2007,GEN,Garrulus glandarius,2,2000,45
45863,5,12/18/2007,2007,CAM,Garrulus glandarius,1,100,5
45864,5,12/18/2007,2007,CAM,Garrulus glandarius,1,105,5
45869,5,12/18/2007,2007,CAM,Garrulus glandarius,1,1880,5
45870,5,12/18/2007,2007,CAM,Garrulus glandarius,1,2060,5
45871,32,12/15/2007,2007,CAN,Garrulus glandarius,1,350,25
45872,32,12/15/2007,2007,CAN,Garrulus glandarius,1,595,15
45873,32,12/15/2007,2007,CAN,Garrulus glandarius,1,1040,45
45874,32,12/15/2007,2007,CAN,Garrulus glandarius,1,1920,15
45892,42,12/12/2007,2007,DIL,Garrulus glandarius,1,650,5
45940,4,12/07/2007,2007,CAM,Garrulus glandarius,1,660,35
45972,41,11/30/2007,2007,DIL,Garrulus glandarius,2,1770,5
45976,41,11/30/2007,2007,DIL,Garrulus glandarius,2,2130,45
45977,41,11/30/2007,2007,DIL,Garrulus glandarius,1,2130,15
45987,31,11/29/2007,2007,CAN,Garrulus glandarius,4,170,45
45988,31,11/29/2007,2007,CAN,Garrulus glandarius,1,345,5
45989,31,11/29/2007,2007,CAN,Garrulus glandarius,1,345,45
45990,31,11/29/2007,2007,CAN,Garrulus glandarius,1,890,5
45991,31,11/29/2007,2007,CAN,Garrulus glandarius,1,1170,15
45992,31,11/29/2007,2007,CAN,Garrulus glandarius,1,1200,5
45993,31,11/29/2007,2007,CAN,Garrulus glandarius,1,1350,45
45994,31,11/29/2007,2007,CAN,Garrulus glandarius,1,2360,45
46024,30,11/20/2007,2007,CAN,Garrulus glandarius,1,150,45
46025,30,11/20/2007,2007,CAN,Garrulus glandarius,1,1700,45
46039,40,11/15/2007,2007,DIL,Garrulus glandarius,1,1050,15
46046,40,11/15/2007,2007,DIL,Garrulus glandarius,2,2100,25
46048,40,11/15/2007,2007,DIL,Garrulus glandarius,2,2130,45
