id,specie,numero,distancia,desplazamiento,loc,date,year,nombre
8541,Galerida theklae,1,1180,35,GEN,2009-10-01,2009,Cortijo del Hornillo
8542,Columba palumbus,1,1240,45,GEN,2009-10-01,2009,Cortijo del Hornillo
8543,Troglodytes troglodytes,6,1550,5,GEN,2009-10-01,2009,Cortijo del Hornillo
8544,Certhia brachydactyla,1,1560,5,GEN,2009-10-01,2009,Cortijo del Hornillo
8545,Erithacus rubecula,2,1580,25,GEN,2009-10-01,2009,Cortijo del Hornillo
8546,Garrulus glandarius,1,1590,15,GEN,2009-10-01,2009,Cortijo del Hornillo
8547,Garrulus glandarius,2,1690,45,GEN,2009-10-01,2009,Cortijo del Hornillo
8548,Erithacus rubecula,2,1730,5,GEN,2009-10-01,2009,Cortijo del Hornillo
8549,Columba palumbus,3,1790,45,GEN,2009-10-01,2009,Cortijo del Hornillo
8550,Periparus ater,2,2190,5,GEN,2009-10-01,2009,Cortijo del Hornillo
8551,Fringilla coelebs,2,2330,5,GEN,2009-10-01,2009,Cortijo del Hornillo
8552,Emberiza cia,3,2360,5,GEN,2009-10-01,2009,Cortijo del Hornillo
8553,Periparus ater,2,2500,25,GEN,2009-10-01,2009,Cortijo del Hornillo
8592,Cyanistes caeruleus,1,30,15,CAM,2009-10-17,2009,Dehesa del Camarate
8593,Garrulus glandarius,2,45,45,CAM,2009-10-17,2009,Dehesa del Camarate
8594,Troglodytes troglodytes,5,45,25,CAM,2009-10-17,2009,Dehesa del Camarate
8595,Turdus viscivorus,1,203,45,CAM,2009-10-17,2009,Dehesa del Camarate
8596,Fringilla coelebs,1,278,15,CAM,2009-10-17,2009,Dehesa del Camarate
8597,Columba palumbus,3,304,45,CAM,2009-10-17,2009,Dehesa del Camarate
8598,Sitta europaea,1,365,15,CAM,2009-10-17,2009,Dehesa del Camarate
8599,Emberiza cia,5,401,15,CAM,2009-10-17,2009,Dehesa del Camarate
8600,Fringilla coelebs,6,401,25,CAM,2009-10-17,2009,Dehesa del Camarate
8601,Certhia brachydactyla,3,443,25,CAM,2009-10-17,2009,Dehesa del Camarate
8602,Columba palumbus,1,470,5,CAM,2009-10-17,2009,Dehesa del Camarate
8603,Phoenicurus ochruros,1,470,5,CAM,2009-10-17,2009,Dehesa del Camarate
8604,Cyanistes caeruleus,1,470,15,CAM,2009-10-17,2009,Dehesa del Camarate
8605,Columba palumbus,1,581,45,CAM,2009-10-17,2009,Dehesa del Camarate
8606,Garrulus glandarius,2,754,5,CAM,2009-10-17,2009,Dehesa del Camarate
8607,Garrulus glandarius,1,899,15,CAM,2009-10-17,2009,Dehesa del Camarate
8608,Garrulus glandarius,2,909,35,CAM,2009-10-17,2009,Dehesa del Camarate
8609,Sitta europaea,1,959,5,CAM,2009-10-17,2009,Dehesa del Camarate
8610,Columba palumbus,3,960,45,CAM,2009-10-17,2009,Dehesa del Camarate
8611,Pica pica,3,960,35,CAM,2009-10-17,2009,Dehesa del Camarate
8612,Pica pica,5,1110,5,CAM,2009-10-17,2009,Dehesa del Camarate
8613,Alectoris rufa,1,1110,25,CAM,2009-10-17,2009,Dehesa del Camarate
8614,Columba palumbus,3,1280,35,CAM,2009-10-17,2009,Dehesa del Camarate
8615,Columba palumbus,2,1460,35,CAM,2009-10-17,2009,Dehesa del Camarate
8616,Columba palumbus,5,1480,45,CAM,2009-10-17,2009,Dehesa del Camarate
8617,Columba palumbus,24,1650,15,CAM,2009-10-17,2009,Dehesa del Camarate
8618,Garrulus glandarius,1,1640,5,CAM,2009-10-17,2009,Dehesa del Camarate
8619,Sitta europaea,2,1690,5,CAM,2009-10-17,2009,Dehesa del Camarate
8620,Columba palumbus,8,1930,45,CAM,2009-10-17,2009,Dehesa del Camarate
8621,Garrulus glandarius,1,1930,5,CAM,2009-10-17,2009,Dehesa del Camarate
8622,Turdus merula,1,2120,35,CAM,2009-10-17,2009,Dehesa del Camarate
8623,Turdus merula,1,2200,35,CAM,2009-10-17,2009,Dehesa del Camarate
8624,Turdus merula,1,2320,25,CAM,2009-10-17,2009,Dehesa del Camarate
8633,Fringilla coelebs,1,64,5,CAM,2009-11-05,2009,Dehesa del Camarate
8634,Phoenicurus phoenicurus,2,118,5,CAM,2009-11-05,2009,Dehesa del Camarate
8635,Regulus ignicapillus,2,142,25,CAM,2009-11-05,2009,Dehesa del Camarate
8636,Phoenicurus ochruros,2,219,5,CAM,2009-11-05,2009,Dehesa del Camarate
8637,Emberiza cia,2,257,5,CAM,2009-11-05,2009,Dehesa del Camarate
8638,Phoenicurus phoenicurus,1,257,5,CAM,2009-11-05,2009,Dehesa del Camarate
8639,Emberiza cia,1,609,5,CAM,2009-11-05,2009,Dehesa del Camarate
8640,Phoenicurus ochruros,1,602,5,CAM,2009-11-05,2009,Dehesa del Camarate
8641,Cyanistes caeruleus,1,635,5,CAM,2009-11-05,2009,Dehesa del Camarate
8642,Columba palumbus,1,710,15,CAM,2009-11-05,2009,Dehesa del Camarate
8643,Phoenicurus ochruros,1,550,5,CAM,2009-11-05,2009,Dehesa del Camarate
8644,Pica pica,5,959,45,CAM,2009-11-05,2009,Dehesa del Camarate
8645,Erithacus rubecula,1,1030,5,CAM,2009-11-05,2009,Dehesa del Camarate
8646,Erithacus rubecula,1,1060,5,CAM,2009-11-05,2009,Dehesa del Camarate
8647,Turdus merula,1,1060,5,CAM,2009-11-05,2009,Dehesa del Camarate
8648,Emberiza cia,1,1100,15,CAM,2009-11-05,2009,Dehesa del Camarate
8649,Turdus viscivorus,2,1130,5,CAM,2009-11-05,2009,Dehesa del Camarate
8650,Turdus torquatus,2,1190,5,CAM,2009-11-05,2009,Dehesa del Camarate
8651,Pica pica,1,1190,45,CAM,2009-11-05,2009,Dehesa del Camarate
8652,Turdus viscivorus,1,1250,15,CAM,2009-11-05,2009,Dehesa del Camarate
8653,Erithacus rubecula,1,1680,5,CAM,2009-11-05,2009,Dehesa del Camarate
8654,Fringilla coelebs,1,1770,5,CAM,2009-11-05,2009,Dehesa del Camarate
8655,Parus major,1,1780,5,CAM,2009-11-05,2009,Dehesa del Camarate
8656,Turdus merula,2,1790,5,CAM,2009-11-05,2009,Dehesa del Camarate
8657,Turdus merula,1,1830,25,CAM,2009-11-05,2009,Dehesa del Camarate
8658,Phylloscopus bonelli,1,1880,15,CAM,2009-11-05,2009,Dehesa del Camarate
8659,Cyanistes caeruleus,1,2000,15,CAM,2009-11-05,2009,Dehesa del Camarate
8660,Turdus merula,1,2170,5,CAM,2009-11-05,2009,Dehesa del Camarate
8661,Fringilla coelebs,1,2370,25,CAM,2009-11-05,2009,Dehesa del Camarate
8662,Picus viridis,1,82,45,GEN,2009-11-06,2009,Cortijo del Hornillo
8663,Turdus viscivorus,4,199,5,GEN,2009-11-06,2009,Cortijo del Hornillo
8664,Cyanistes caeruleus,2,210,15,GEN,2009-11-06,2009,Cortijo del Hornillo
8665,Fringilla coelebs,2,239,25,GEN,2009-11-06,2009,Cortijo del Hornillo
8666,Fringilla coelebs,1,292,5,GEN,2009-11-06,2009,Cortijo del Hornillo
8667,Certhia brachydactyla,1,1510,15,GEN,2009-11-06,2009,Cortijo del Hornillo
8668,Troglodytes troglodytes,15,1570,5,GEN,2009-11-06,2009,Cortijo del Hornillo
8669,Cyanistes caeruleus,3,1570,5,GEN,2009-11-06,2009,Cortijo del Hornillo
8670,Parus major,2,1690,35,GEN,2009-11-06,2009,Cortijo del Hornillo
8671,Cyanistes caeruleus,3,1690,35,GEN,2009-11-06,2009,Cortijo del Hornillo
8672,Erithacus rubecula,1,1710,35,GEN,2009-11-06,2009,Cortijo del Hornillo
8673,Erithacus rubecula,1,1930,5,GEN,2009-11-06,2009,Cortijo del Hornillo
8674,Turdus torquatus,16,2040,35,GEN,2009-11-06,2009,Cortijo del Hornillo
8724,Turdus merula,1,27,5,CAM,2009-12-01,2009,Dehesa del Camarate
8725,Turdus merula,3,79,5,CAM,2009-12-01,2009,Dehesa del Camarate
8726,Fringilla coelebs,1,79,25,CAM,2009-12-01,2009,Dehesa del Camarate
8727,Turdus viscivorus,1,80,25,CAM,2009-12-01,2009,Dehesa del Camarate
8728,Cyanistes caeruleus,1,156,25,CAM,2009-12-01,2009,Dehesa del Camarate
8729,Fringilla coelebs,4,287,25,CAM,2009-12-01,2009,Dehesa del Camarate
8730,Cyanistes caeruleus,1,317,15,CAM,2009-12-01,2009,Dehesa del Camarate
8731,Phylloscopus collybita,1,365,5,CAM,2009-12-01,2009,Dehesa del Camarate
8732,Troglodytes troglodytes,3,387,15,CAM,2009-12-01,2009,Dehesa del Camarate
8733,Certhia brachydactyla,1,381,25,CAM,2009-12-01,2009,Dehesa del Camarate
8734,Erithacus rubecula,1,381,25,CAM,2009-12-01,2009,Dehesa del Camarate
8735,Emberiza cia,1,381,15,CAM,2009-12-01,2009,Dehesa del Camarate
8736,Emberiza cia,1,421,5,CAM,2009-12-01,2009,Dehesa del Camarate
8737,Turdus viscivorus,1,499,5,CAM,2009-12-01,2009,Dehesa del Camarate
8738,Erithacus rubecula,1,499,5,CAM,2009-12-01,2009,Dehesa del Camarate
8739,Phoenicurus ochruros,3,498,5,CAM,2009-12-01,2009,Dehesa del Camarate
8740,Erithacus rubecula,1,606,15,CAM,2009-12-01,2009,Dehesa del Camarate
8741,Pica pica,1,606,45,CAM,2009-12-01,2009,Dehesa del Camarate
8742,Saxicola torquata,1,935,25,CAM,2009-12-01,2009,Dehesa del Camarate
8743,Parus major,1,986,5,CAM,2009-12-01,2009,Dehesa del Camarate
8744,Fringilla coelebs,3,986,45,CAM,2009-12-01,2009,Dehesa del Camarate
8745,Fringilla coelebs,3,1070,5,CAM,2009-12-01,2009,Dehesa del Camarate
8746,Erithacus rubecula,1,1080,25,CAM,2009-12-01,2009,Dehesa del Camarate
8747,Saxicola torquata,1,1120,5,CAM,2009-12-01,2009,Dehesa del Camarate
8748,Fringilla coelebs,1,1120,25,CAM,2009-12-01,2009,Dehesa del Camarate
8749,Alectoris rufa,2,1120,5,CAM,2009-12-01,2009,Dehesa del Camarate
8750,Emberiza cia,1,1320,15,CAM,2009-12-01,2009,Dehesa del Camarate
8751,Turdus merula,2,1370,5,CAM,2009-12-01,2009,Dehesa del Camarate
8752,Erithacus rubecula,1,1370,5,CAM,2009-12-01,2009,Dehesa del Camarate
8753,Garrulus glandarius,1,1420,35,CAM,2009-12-01,2009,Dehesa del Camarate
8754,Alectoris rufa,3,1470,5,CAM,2009-12-01,2009,Dehesa del Camarate
8755,Fringilla coelebs,5,1480,5,CAM,2009-12-01,2009,Dehesa del Camarate
8756,Sitta europaea,1,1530,45,CAM,2009-12-01,2009,Dehesa del Camarate
8757,Turdus merula,1,1620,15,CAM,2009-12-01,2009,Dehesa del Camarate
8758,Turdus viscivorus,1,1720,5,CAM,2009-12-01,2009,Dehesa del Camarate
8759,Turdus merula,1,1750,5,CAM,2009-12-01,2009,Dehesa del Camarate
8760,Turdus merula,1,1810,5,CAM,2009-12-01,2009,Dehesa del Camarate
8761,Turdus merula,2,1870,15,CAM,2009-12-01,2009,Dehesa del Camarate
8762,Alectoris rufa,6,2140,15,CAM,2009-12-01,2009,Dehesa del Camarate
8763,Turdus merula,1,2170,5,CAM,2009-12-01,2009,Dehesa del Camarate
8764,Turdus merula,1,2200,5,CAM,2009-12-01,2009,Dehesa del Camarate
8780,Fringilla coelebs,1,134,15,GEN,2009-12-12,2009,Cortijo del Hornillo
8781,Certhia brachydactyla,0,256,0,GEN,2009-12-12,2009,Cortijo del Hornillo
8782,Fringilla coelebs,1,134,15,GEN,2009-12-12,2009,Cortijo del Hornillo
8783,Lophophanes cristatus,1,320,15,GEN,2009-12-12,2009,Cortijo del Hornillo
8784,Fringilla coelebs,8,430,25,GEN,2009-12-12,2009,Cortijo del Hornillo
8785,Phoenicurus ochruros,1,577,5,GEN,2009-12-12,2009,Cortijo del Hornillo
8786,Fringilla coelebs,2,1060,5,GEN,2009-12-12,2009,Cortijo del Hornillo
8787,Parus major,1,1600,5,GEN,2009-12-12,2009,Cortijo del Hornillo
8788,Turdus torquatus,3,1930,35,GEN,2009-12-12,2009,Cortijo del Hornillo
8789,Turdus torquatus,5,2100,45,GEN,2009-12-12,2009,Cortijo del Hornillo
8790,Certhia brachydactyla,1,2300,5,GEN,2009-12-12,2009,Cortijo del Hornillo
8866,Fringilla coelebs,2,45,15,DIL,2009-08-09,2009,Robledal de Dílar
8867,Fringilla coelebs,1,77,5,DIL,2009-08-09,2009,Robledal de Dílar
8868,Cyanistes caeruleus,1,131,35,DIL,2009-08-09,2009,Robledal de Dílar
8869,Fringilla coelebs,1,131,45,DIL,2009-08-09,2009,Robledal de Dílar
8870,Emberiza cia,1,386,5,DIL,2009-08-09,2009,Robledal de Dílar
8871,Fringilla coelebs,1,415,25,DIL,2009-08-09,2009,Robledal de Dílar
8872,Emberiza cia,1,507,15,DIL,2009-08-09,2009,Robledal de Dílar
8873,Garrulus glandarius,1,507,5,DIL,2009-08-09,2009,Robledal de Dílar
8874,Columba palumbus,4,752,45,DIL,2009-08-09,2009,Robledal de Dílar
8875,Fringilla coelebs,1,837,35,DIL,2009-08-09,2009,Robledal de Dílar
8876,Cyanistes caeruleus,1,885,15,DIL,2009-08-09,2009,Robledal de Dílar
8877,Emberiza cia,2,885,5,DIL,2009-08-09,2009,Robledal de Dílar
8878,Columba palumbus,4,1130,45,DIL,2009-08-09,2009,Robledal de Dílar
8879,Cyanistes caeruleus,1,1160,45,DIL,2009-08-09,2009,Robledal de Dílar
8880,Fringilla coelebs,1,1160,25,DIL,2009-08-09,2009,Robledal de Dílar
8881,Emberiza cia,1,1160,35,DIL,2009-08-09,2009,Robledal de Dílar
8882,Cyanistes caeruleus,1,1180,45,DIL,2009-08-09,2009,Robledal de Dílar
8883,Phylloscopus bonelli,1,1180,25,DIL,2009-08-09,2009,Robledal de Dílar
8884,Fringilla coelebs,1,1180,25,DIL,2009-08-09,2009,Robledal de Dílar
8885,Garrulus glandarius,1,1190,15,DIL,2009-08-09,2009,Robledal de Dílar
8886,Parus major,3,1190,5,DIL,2009-08-09,2009,Robledal de Dílar
8887,Turdus merula,1,1200,45,DIL,2009-08-09,2009,Robledal de Dílar
8888,Fringilla coelebs,1,1270,5,DIL,2009-08-09,2009,Robledal de Dílar
8889,Fringilla coelebs,1,1270,25,DIL,2009-08-09,2009,Robledal de Dílar
8890,Columba palumbus,1,1440,5,DIL,2009-08-09,2009,Robledal de Dílar
8891,Alectoris rufa,1,1550,5,DIL,2009-08-09,2009,Robledal de Dílar
8892,Alectoris rufa,2,1770,15,DIL,2009-08-09,2009,Robledal de Dílar
8893,Alectoris rufa,5,1900,15,DIL,2009-08-09,2009,Robledal de Dílar
8894,Fringilla coelebs,1,1960,35,DIL,2009-08-09,2009,Robledal de Dílar
8895,Fringilla coelebs,1,2120,15,DIL,2009-08-09,2009,Robledal de Dílar
8959,Cyanistes caeruleus,2,56,15,CAN,2009-08-22,2009,Robledal de Cáñar
8960,Cyanistes caeruleus,1,200,5,CAN,2009-08-22,2009,Robledal de Cáñar
8961,Cyanistes caeruleus,1,200,25,CAN,2009-08-22,2009,Robledal de Cáñar
8962,Sitta europaea,1,337,15,CAN,2009-08-22,2009,Robledal de Cáñar
8963,Periparus ater,2,453,5,CAN,2009-08-22,2009,Robledal de Cáñar
8964,Certhia brachydactyla,1,460,25,CAN,2009-08-22,2009,Robledal de Cáñar
8965,Cyanistes caeruleus,3,532,15,CAN,2009-08-22,2009,Robledal de Cáñar
8966,Parus major,1,540,5,CAN,2009-08-22,2009,Robledal de Cáñar
8967,Parus major,1,837,5,CAN,2009-08-22,2009,Robledal de Cáñar
8968,Sitta europaea,2,954,5,CAN,2009-08-22,2009,Robledal de Cáñar
8969,Fringilla coelebs,1,954,25,CAN,2009-08-22,2009,Robledal de Cáñar
8970,Cyanistes caeruleus,1,1620,15,CAN,2009-08-22,2009,Robledal de Cáñar
8971,Cyanistes caeruleus,3,1980,5,CAN,2009-08-22,2009,Robledal de Cáñar
9031,Garrulus glandarius,1,270,15,CAN,2009-09-11,2009,Robledal de Cáñar
9032,Emberiza cia,3,500,5,CAN,2009-09-11,2009,Robledal de Cáñar
9033,Cyanistes caeruleus,2,518,15,CAN,2009-09-11,2009,Robledal de Cáñar
9034,Sitta europaea,1,735,15,CAN,2009-09-11,2009,Robledal de Cáñar
9035,Cyanistes caeruleus,1,1130,45,CAN,2009-09-11,2009,Robledal de Cáñar
9036,Certhia brachydactyla,1,1280,5,CAN,2009-09-11,2009,Robledal de Cáñar
9037,Sitta europaea,1,1300,15,CAN,2009-09-11,2009,Robledal de Cáñar
9038,Phylloscopus bonelli,1,1320,5,CAN,2009-09-11,2009,Robledal de Cáñar
9039,Phylloscopus bonelli,2,1320,25,CAN,2009-09-11,2009,Robledal de Cáñar
9040,Certhia brachydactyla,2,1420,5,CAN,2009-09-11,2009,Robledal de Cáñar
9041,Sitta europaea,1,1460,15,CAN,2009-09-11,2009,Robledal de Cáñar
9042,Emberiza cia,1,1640,5,CAN,2009-09-11,2009,Robledal de Cáñar
9043,Cyanistes caeruleus,3,1770,15,CAN,2009-09-11,2009,Robledal de Cáñar
9044,Sitta europaea,1,2030,25,CAN,2009-09-11,2009,Robledal de Cáñar
9045,Fringilla coelebs,1,2190,5,CAN,2009-09-11,2009,Robledal de Cáñar
9090,Erithacus rubecula,1,89,15,DIL,2009-09-25,2009,Robledal de Dílar
9091,Emberiza cia,1,95,25,DIL,2009-09-25,2009,Robledal de Dílar
9092,Cyanistes caeruleus,2,130,5,DIL,2009-09-25,2009,Robledal de Dílar
9093,Cyanistes caeruleus,1,130,15,DIL,2009-09-25,2009,Robledal de Dílar
9094,Cyanistes caeruleus,1,186,5,DIL,2009-09-25,2009,Robledal de Dílar
9095,Turdus merula,1,310,35,DIL,2009-09-25,2009,Robledal de Dílar
9096,Parus major,2,524,15,DIL,2009-09-25,2009,Robledal de Dílar
9097,Emberiza cia,2,524,5,DIL,2009-09-25,2009,Robledal de Dílar
9098,Emberiza cia,5,582,5,DIL,2009-09-25,2009,Robledal de Dílar
9099,Emberiza cia,3,582,15,DIL,2009-09-25,2009,Robledal de Dílar
9100,Troglodytes troglodytes,2,582,5,DIL,2009-09-25,2009,Robledal de Dílar
9101,Turdus merula,1,582,15,DIL,2009-09-25,2009,Robledal de Dílar
9102,Turdus merula,1,657,15,DIL,2009-09-25,2009,Robledal de Dílar
9103,Fringilla coelebs,2,657,15,DIL,2009-09-25,2009,Robledal de Dílar
9104,Garrulus glandarius,2,725,15,DIL,2009-09-25,2009,Robledal de Dílar
9105,Cyanistes caeruleus,2,725,5,DIL,2009-09-25,2009,Robledal de Dílar
9106,Parus major,1,725,25,DIL,2009-09-25,2009,Robledal de Dílar
9107,Periparus ater,1,970,25,DIL,2009-09-25,2009,Robledal de Dílar
9108,Periparus ater,2,1070,15,DIL,2009-09-25,2009,Robledal de Dílar
9109,Periparus ater,1,1070,25,DIL,2009-09-25,2009,Robledal de Dílar
9110,Cyanistes caeruleus,1,1100,15,DIL,2009-09-25,2009,Robledal de Dílar
9111,Turdus merula,1,1140,25,DIL,2009-09-25,2009,Robledal de Dílar
9112,Periparus ater,2,1180,35,DIL,2009-09-25,2009,Robledal de Dílar
9113,Parus major,1,1180,15,DIL,2009-09-25,2009,Robledal de Dílar
9114,Parus major,2,1180,25,DIL,2009-09-25,2009,Robledal de Dílar
9115,Cyanistes caeruleus,1,1310,25,DIL,2009-09-25,2009,Robledal de Dílar
9116,Cyanistes caeruleus,2,1310,15,DIL,2009-09-25,2009,Robledal de Dílar
9117,Garrulus glandarius,2,1920,5,DIL,2009-09-25,2009,Robledal de Dílar
9118,Erithacus rubecula,1,1990,15,DIL,2009-09-25,2009,Robledal de Dílar
9119,Erithacus rubecula,1,2000,15,DIL,2009-09-25,2009,Robledal de Dílar
9120,Fringilla coelebs,2,2020,15,DIL,2009-09-25,2009,Robledal de Dílar
9121,Pyrrhocorax pyrrhocorax,2,2210,45,DIL,2009-09-25,2009,Robledal de Dílar
9122,Fringilla coelebs,1,2210,45,DIL,2009-09-25,2009,Robledal de Dílar
9123,Phoenicurus ochruros,1,2210,35,DIL,2009-09-25,2009,Robledal de Dílar
9214,Erithacus rubecula,2,283,25,DIL,2009-10-23,2009,Robledal de Dílar
9215,Phylloscopus bonelli,2,403,5,DIL,2009-10-23,2009,Robledal de Dílar
9216,Parus major,1,403,5,DIL,2009-10-23,2009,Robledal de Dílar
9217,Cyanistes caeruleus,2,443,15,DIL,2009-10-23,2009,Robledal de Dílar
9218,Phylloscopus collybita,1,443,15,DIL,2009-10-23,2009,Robledal de Dílar
9219,Phylloscopus collybita,1,456,15,DIL,2009-10-23,2009,Robledal de Dílar
9220,Parus major,2,456,45,DIL,2009-10-23,2009,Robledal de Dílar
9221,Emberiza cia,2,456,35,DIL,2009-10-23,2009,Robledal de Dílar
9222,Fringilla coelebs,1,456,35,DIL,2009-10-23,2009,Robledal de Dílar
9223,Phylloscopus collybita,3,472,5,DIL,2009-10-23,2009,Robledal de Dílar
9224,Erithacus rubecula,2,550,15,DIL,2009-10-23,2009,Robledal de Dílar
9225,Turdus torquatus,5,580,15,DIL,2009-10-23,2009,Robledal de Dílar
9226,Turdus torquatus,3,580,25,DIL,2009-10-23,2009,Robledal de Dílar
9227,Turdus torquatus,1,580,35,DIL,2009-10-23,2009,Robledal de Dílar
9228,Garrulus glandarius,2,580,15,DIL,2009-10-23,2009,Robledal de Dílar
9229,Emberiza cia,1,580,45,DIL,2009-10-23,2009,Robledal de Dílar
9230,Erithacus rubecula,1,604,5,DIL,2009-10-23,2009,Robledal de Dílar
9231,Phylloscopus collybita,1,710,15,DIL,2009-10-23,2009,Robledal de Dílar
9232,Parus major,1,778,5,DIL,2009-10-23,2009,Robledal de Dílar
9233,Parus major,1,778,15,DIL,2009-10-23,2009,Robledal de Dílar
9234,Parus major,1,786,15,DIL,2009-10-23,2009,Robledal de Dílar
9235,Garrulus glandarius,1,864,25,DIL,2009-10-23,2009,Robledal de Dílar
9236,Parus major,2,943,35,DIL,2009-10-23,2009,Robledal de Dílar
9237,Phylloscopus collybita,2,1180,15,DIL,2009-10-23,2009,Robledal de Dílar
9238,Phylloscopus collybita,1,1190,25,DIL,2009-10-23,2009,Robledal de Dílar
9239,Turdus merula,1,1190,25,DIL,2009-10-23,2009,Robledal de Dílar
9240,Phylloscopus collybita,1,1310,15,DIL,2009-10-23,2009,Robledal de Dílar
9241,Regulus ignicapillus,2,1310,15,DIL,2009-10-23,2009,Robledal de Dílar
9242,Cyanistes caeruleus,1,1310,25,DIL,2009-10-23,2009,Robledal de Dílar
9243,Periparus ater,3,1330,15,DIL,2009-10-23,2009,Robledal de Dílar
9244,Turdus merula,1,1330,25,DIL,2009-10-23,2009,Robledal de Dílar
9245,Alectoris rufa,4,1380,5,DIL,2009-10-23,2009,Robledal de Dílar
9246,Turdus merula,1,1460,5,DIL,2009-10-23,2009,Robledal de Dílar
9247,Turdus merula,1,1540,5,DIL,2009-10-23,2009,Robledal de Dílar
9248,Garrulus glandarius,2,1720,45,DIL,2009-10-23,2009,Robledal de Dílar
9249,Phylloscopus collybita,1,1780,5,DIL,2009-10-23,2009,Robledal de Dílar
9250,Erithacus rubecula,1,1980,5,DIL,2009-10-23,2009,Robledal de Dílar
9251,Turdus merula,1,2080,15,DIL,2009-10-23,2009,Robledal de Dílar
9252,Turdus merula,1,2090,25,DIL,2009-10-23,2009,Robledal de Dílar
9253,Erithacus rubecula,1,2090,5,DIL,2009-10-23,2009,Robledal de Dílar
9254,Fringilla coelebs,3,2100,15,DIL,2009-10-23,2009,Robledal de Dílar
9255,Turdus torquatus,4,2120,15,DIL,2009-10-23,2009,Robledal de Dílar
9256,Erithacus rubecula,1,100,45,CAN,2009-10-26,2009,Robledal de Cáñar
9257,Phylloscopus collybita,1,130,15,CAN,2009-10-26,2009,Robledal de Cáñar
9258,Lullula arborea,1,380,45,CAN,2009-10-26,2009,Robledal de Cáñar
9259,Garrulus glandarius,1,380,45,CAN,2009-10-26,2009,Robledal de Cáñar
9260,Fringilla coelebs,1,380,45,CAN,2009-10-26,2009,Robledal de Cáñar
9261,Troglodytes troglodytes,1,550,35,CAN,2009-10-26,2009,Robledal de Cáñar
9262,Turdus viscivorus,1,745,35,CAN,2009-10-26,2009,Robledal de Cáñar
9263,Emberiza cia,2,750,15,CAN,2009-10-26,2009,Robledal de Cáñar
9264,Turdus viscivorus,1,1130,25,CAN,2009-10-26,2009,Robledal de Cáñar
9265,Emberiza cia,2,1130,5,CAN,2009-10-26,2009,Robledal de Cáñar
9266,Certhia brachydactyla,1,1130,25,CAN,2009-10-26,2009,Robledal de Cáñar
9267,Cyanistes caeruleus,1,1130,25,CAN,2009-10-26,2009,Robledal de Cáñar
9268,Emberiza cia,1,1250,15,CAN,2009-10-26,2009,Robledal de Cáñar
9269,Turdus viscivorus,6,1840,15,CAN,2009-10-26,2009,Robledal de Cáñar
9270,Sitta europaea,1,1840,5,CAN,2009-10-26,2009,Robledal de Cáñar
9271,Fringilla coelebs,1,1888,35,CAN,2009-10-26,2009,Robledal de Cáñar
9272,Turdus viscivorus,1,2040,25,CAN,2009-10-26,2009,Robledal de Cáñar
9273,Fringilla coelebs,2,2090,5,CAN,2009-10-26,2009,Robledal de Cáñar
9302,Phoenicurus phoenicurus,1,1100,15,CAM,2009-11-05,2009,Dehesa del Camarate
9307,Phoenicurus phoenicurus,2,290,5,CAM,2009-12-01,2009,Dehesa del Camarate
9339,Cyanistes caeruleus,1,137,5,CAN,2009-11-09,2009,Robledal de Cáñar
9340,Cyanistes caeruleus,2,137,25,CAN,2009-11-09,2009,Robledal de Cáñar
9341,Garrulus glandarius,1,300,45,CAN,2009-11-09,2009,Robledal de Cáñar
9342,Fringilla coelebs,4,319,35,CAN,2009-11-09,2009,Robledal de Cáñar
9343,Phylloscopus collybita,1,319,25,CAN,2009-11-09,2009,Robledal de Cáñar
9344,Garrulus glandarius,1,319,5,CAN,2009-11-09,2009,Robledal de Cáñar
9345,Cyanistes caeruleus,2,326,15,CAN,2009-11-09,2009,Robledal de Cáñar
9346,Fringilla coelebs,1,380,25,CAN,2009-11-09,2009,Robledal de Cáñar
9347,Cyanistes caeruleus,1,400,5,CAN,2009-11-09,2009,Robledal de Cáñar
9348,Cyanistes caeruleus,2,638,45,CAN,2009-11-09,2009,Robledal de Cáñar
9349,Cyanistes caeruleus,1,744,5,CAN,2009-11-09,2009,Robledal de Cáñar
9350,Garrulus glandarius,1,744,25,CAN,2009-11-09,2009,Robledal de Cáñar
9351,Sitta europaea,1,744,25,CAN,2009-11-09,2009,Robledal de Cáñar
9352,Phylloscopus collybita,1,1190,15,CAN,2009-11-09,2009,Robledal de Cáñar
9353,Phoenicurus ochruros,1,1220,5,CAN,2009-11-09,2009,Robledal de Cáñar
9354,Cyanistes caeruleus,1,1220,5,CAN,2009-11-09,2009,Robledal de Cáñar
9355,Cyanistes caeruleus,1,1220,15,CAN,2009-11-09,2009,Robledal de Cáñar
9356,Fringilla coelebs,1,1220,5,CAN,2009-11-09,2009,Robledal de Cáñar
9357,Certhia brachydactyla,1,1220,5,CAN,2009-11-09,2009,Robledal de Cáñar
9358,Erithacus rubecula,1,1280,25,CAN,2009-11-09,2009,Robledal de Cáñar
9359,Alauda arvensis,2,1300,35,CAN,2009-11-09,2009,Robledal de Cáñar
9360,Cyanistes caeruleus,1,1300,15,CAN,2009-11-09,2009,Robledal de Cáñar
9361,Sitta europaea,2,1400,25,CAN,2009-11-09,2009,Robledal de Cáñar
9362,Cyanistes caeruleus,1,1440,5,CAN,2009-11-09,2009,Robledal de Cáñar
9363,Emberiza cia,2,1440,15,CAN,2009-11-09,2009,Robledal de Cáñar
