id,specie,numero,distancia,desplazamiento,loc,date,year,nombre
19443,Cyanistes caeruleus,1,250,5,DIL,2011-07-26,2011,Robledal de Dílar
19452,Cyanistes caeruleus,1,490,15,CAN,2011-07-08,2011,Robledal de Cáñar
19453,Emberiza cia,1,1950,25,CAN,2011-07-08,2011,Robledal de Cáñar
19454,Periparus ater,1,1595,5,CAN,2011-07-08,2011,Robledal de Cáñar
19455,Cyanistes caeruleus,2,1318,25,CAN,2011-07-08,2011,Robledal de Cáñar
19456,Cyanistes caeruleus,1,490,25,CAN,2011-07-08,2011,Robledal de Cáñar
19457,Cyanistes caeruleus,2,1222,5,CAN,2011-07-08,2011,Robledal de Cáñar
19458,Parus major,1,790,5,CAN,2011-07-08,2011,Robledal de Cáñar
19459,Cyanistes caeruleus,2,100,15,CAN,2011-07-08,2011,Robledal de Cáñar
19460,Cyanistes caeruleus,2,1745,35,CAN,2011-07-08,2011,Robledal de Cáñar
19461,Cyanistes caeruleus,2,1595,15,CAN,2011-07-08,2011,Robledal de Cáñar
19462,Cyanistes caeruleus,2,1339,35,CAN,2011-07-08,2011,Robledal de Cáñar
19463,Cyanistes caeruleus,2,1159,5,CAN,2011-07-08,2011,Robledal de Cáñar
19464,Phylloscopus bonelli,1,490,35,CAN,2011-07-08,2011,Robledal de Cáñar
19465,Sitta europaea,5,1595,5,CAN,2011-07-08,2011,Robledal de Cáñar
19466,Sitta europaea,1,1432,25,CAN,2011-07-08,2011,Robledal de Cáñar
19467,Cyanistes caeruleus,1,1222,15,CAN,2011-07-08,2011,Robledal de Cáñar
19468,Parus major,1,1318,15,CAN,2011-07-08,2011,Robledal de Cáñar
19469,Parus major,1,1318,5,CAN,2011-07-08,2011,Robledal de Cáñar
19470,Parus major,1,130,5,CAN,2011-07-08,2011,Robledal de Cáñar
